eyeAct,uAct,uPow,lAct,lPow,time
neutral,neutral,0.0,smile,0.0,1732051155.5208
neutral,neutral,0.0,smile,0.0,1732051155.5518
neutral,neutral,0.0,smile,0.122096,1732051155.6453
neutral,neutral,0.0,smile,0.122096,1732051155.6765
neutral,neutral,0.0,smile,0.426402,1732051155.7389
neutral,neutral,0.0,smile,0.426402,1732051155.77
neutral,neutral,0.0,smile,0.021519,1732051155.8324
neutral,neutral,0.0,smile,0.021519,1732051155.8953
neutral,neutral,0.0,smile,0.0,1732051155.9574
neutral,neutral,0.0,smile,0.0,1732051155.9885
neutral,neutral,0.0,smile,0.0,1732051156.0199
neutral,neutral,0.0,smile,0.0,1732051156.0828
neutral,neutral,0.0,smile,0.0,1732051156.1451
neutral,neutral,0.0,smile,0.0,1732051156.2075
neutral,neutral,0.0,smile,0.0,1732051156.239
neutral,neutral,0.0,smile,0.0,1732051156.3012
neutral,neutral,0.0,smile,0.0,1732051156.3323
neutral,neutral,0.0,smile,0.0,1732051156.3948
neutral,neutral,0.0,smile,0.0,1732051156.4575
neutral,neutral,0.0,smile,0.0,1732051156.5197
neutral,neutral,0.0,smile,0.0,1732051156.5507
neutral,neutral,0.0,smile,0.0,1732051156.6134
neutral,neutral,0.0,smile,0.0,1732051156.6758
neutral,neutral,0.0,smile,0.0,1732051156.7069
neutral,neutral,0.0,smile,0.0,1732051156.769
neutral,neutral,0.0,smile,0.0,1732051156.8005
neutral,neutral,0.0,smile,0.0,1732051156.8631
neutral,neutral,0.0,smile,0.0,1732051156.9254
neutral,neutral,0.0,smile,0.04484,1732051156.9876
neutral,neutral,0.0,smile,0.04484,1732051157.0192
neutral,neutral,0.0,smile,0.083962,1732051157.0815
neutral,neutral,0.0,smile,0.083962,1732051157.1438
neutral,neutral,0.0,smile,0.083962,1732051157.1749
neutral,neutral,0.0,smile,0.759744,1732051157.2378
neutral,neutral,0.0,smile,0.759744,1732051157.2688
neutral,neutral,0.0,smile,1.0,1732051157.3311
neutral,neutral,0.0,smile,1.0,1732051157.3936
neutral,neutral,0.0,smile,0.969946,1732051157.4562
neutral,neutral,0.0,smile,0.969946,1732051157.4873
neutral,neutral,0.0,smile,0.969946,1732051157.5496
neutral,neutral,0.0,smile,0.045248,1732051157.5811
neutral,neutral,0.0,smile,0.045248,1732051157.6435
neutral,neutral,0.0,smile,0.0,1732051157.7058
neutral,neutral,0.0,smile,0.0,1732051157.737
neutral,neutral,0.0,smile,0.0,1732051157.7999
neutral,neutral,0.0,smile,0.135968,1732051157.8309
neutral,neutral,0.0,smile,0.135968,1732051157.8935
neutral,neutral,0.0,smile,0.216015,1732051157.9562
neutral,neutral,0.0,smile,0.216015,1732051158.0188
neutral,neutral,0.0,smile,0.216015,1732051158.0499
neutral,neutral,0.0,smile,0.075245,1732051158.1123
neutral,neutral,0.0,smile,0.075245,1732051158.175
neutral,neutral,0.0,smile,0.034411,1732051158.2373
neutral,neutral,0.0,smile,0.034411,1732051158.2683
neutral,neutral,0.0,smile,0.034411,1732051158.2994
neutral,neutral,0.0,smile,0.033445,1732051158.3623
neutral,neutral,0.0,smile,0.033445,1732051158.4246
neutral,neutral,0.0,smile,0.0,1732051158.4868
neutral,neutral,0.0,smile,0.0,1732051158.5181
neutral,neutral,0.0,smile,0.0,1732051158.5807
neutral,neutral,0.0,smile,0.0,1732051158.6118
neutral,neutral,0.0,smile,0.016298,1732051158.7055
neutral,neutral,0.0,smile,0.016298,1732051158.7368
neutral,neutral,0.0,smile,0.016298,1732051158.7991
neutral,neutral,0.0,smile,0.030529,1732051158.8301
neutral,neutral,0.0,smile,0.030529,1732051158.8928
neutral,neutral,0.0,smile,0.00551,1732051158.9554
neutral,neutral,0.0,smile,0.00551,1732051159.0179
neutral,neutral,0.0,smile,0.00551,1732051159.049
neutral,neutral,0.0,smile,0.009309,1732051159.0804
neutral,neutral,0.0,smile,0.009309,1732051159.143
neutral,neutral,0.0,smile,0.02824,1732051159.2053
neutral,neutral,0.0,smile,0.02824,1732051159.2675
neutral,neutral,0.0,smile,0.02824,1732051159.299
neutral,neutral,0.0,smile,0.069494,1732051159.3616
neutral,neutral,0.0,smile,0.069494,1732051159.4239
neutral,neutral,0.0,smile,0.07104,1732051159.4551
neutral,neutral,0.0,smile,0.07104,1732051159.5179
neutral,neutral,0.0,smile,0.07104,1732051159.5491
neutral,neutral,0.0,smile,0.035065,1732051159.6116
neutral,neutral,0.0,smile,0.035065,1732051159.6745
neutral,neutral,0.0,smile,0.192956,1732051159.7367
neutral,neutral,0.0,smile,0.192956,1732051159.7678
neutral,neutral,0.0,smile,0.275895,1732051159.8303
neutral,neutral,0.0,smile,0.275895,1732051159.8618
neutral,neutral,0.0,smile,0.275895,1732051159.924
neutral,neutral,0.0,smile,0.136017,1732051159.9867
neutral,neutral,0.0,smile,0.136017,1732051160.0494
neutral,neutral,0.0,smile,0.101695,1732051160.0808
neutral,neutral,0.0,smile,0.101695,1732051160.1429
neutral,neutral,0.0,smile,0.101695,1732051160.1742
neutral,neutral,0.0,smile,0.156708,1732051160.2369
neutral,neutral,0.0,smile,0.156708,1732051160.2995
neutral,neutral,0.0,smile,0.128194,1732051160.3306
blink,neutral,0.0,smile,0.128194,1732051160.3932
blink,neutral,0.0,smile,0.143236,1732051160.4557
neutral,neutral,0.0,smile,0.143236,1732051160.5182
neutral,neutral,0.0,smile,0.143236,1732051160.5492
neutral,neutral,0.0,smile,0.287409,1732051160.5803
neutral,neutral,0.0,smile,0.287409,1732051160.6428
neutral,neutral,0.0,smile,0.081636,1732051160.7049
neutral,neutral,0.0,smile,0.081636,1732051160.7671
neutral,neutral,0.0,smile,0.081636,1732051160.7984
neutral,neutral,0.0,smile,0.04477,1732051160.861
neutral,neutral,0.0,smile,0.04477,1732051160.8921
neutral,neutral,0.0,smile,0.077276,1732051160.9854
neutral,neutral,0.0,smile,0.077276,1732051161.0167
neutral,neutral,0.0,smile,0.077276,1732051161.0481
neutral,neutral,0.0,smile,0.309203,1732051161.1104
neutral,neutral,0.0,smile,0.309203,1732051161.1728
neutral,neutral,0.0,smile,0.41003,1732051161.2355
neutral,neutral,0.0,smile,0.41003,1732051161.2667
neutral,neutral,0.0,smile,0.554667,1732051161.3292
neutral,neutral,0.0,smile,0.554667,1732051161.3605
neutral,neutral,0.0,smile,0.554667,1732051161.4232
neutral,neutral,0.0,smile,0.443969,1732051161.4857
neutral,neutral,0.0,smile,0.443969,1732051161.5481
neutral,neutral,0.0,smile,0.387095,1732051161.5796
neutral,neutral,0.0,smile,0.387095,1732051161.642
neutral,neutral,0.0,smile,0.387095,1732051161.6732
neutral,neutral,0.0,smile,0.512169,1732051161.736
neutral,neutral,0.0,smile,0.512169,1732051161.7983
neutral,neutral,0.0,smile,0.573095,1732051161.8295
neutral,neutral,0.0,smile,0.573095,1732051161.8918
neutral,neutral,0.0,smile,0.774239,1732051161.9547
neutral,neutral,0.0,smile,0.774239,1732051161.9857
neutral,neutral,0.0,smile,0.774239,1732051162.0482
neutral,neutral,0.0,smile,0.766207,1732051162.1105
neutral,neutral,0.0,smile,0.766207,1732051162.142
neutral,neutral,0.0,smile,0.856796,1732051162.204
neutral,neutral,0.0,smile,0.856796,1732051162.2665
neutral,neutral,0.0,smile,0.856796,1732051162.2977
neutral,neutral,0.0,smile,0.884457,1732051162.3604
neutral,neutral,0.0,smile,0.884457,1732051162.4225
neutral,neutral,0.0,smile,0.199501,1732051162.4538
neutral,neutral,0.0,smile,0.199501,1732051162.5165
neutral,neutral,0.0,smile,0.186782,1732051162.5789
neutral,neutral,0.0,smile,0.186782,1732051162.61
neutral,neutral,0.0,smile,0.186782,1732051162.6724
neutral,neutral,0.0,smile,0.338185,1732051162.7351
neutral,neutral,0.0,smile,0.338185,1732051162.7662
neutral,neutral,0.0,smile,0.489406,1732051162.8284
neutral,neutral,0.0,smile,0.489406,1732051162.8596
neutral,neutral,0.0,smile,0.489406,1732051162.9225
neutral,neutral,0.0,smile,0.582326,1732051162.9846
neutral,neutral,0.0,smile,0.582326,1732051163.047
neutral,neutral,0.0,smile,0.580332,1732051163.0785
neutral,neutral,0.0,smile,0.580332,1732051163.1409
neutral,neutral,0.0,smile,0.580332,1732051163.172
neutral,neutral,0.0,smile,0.705708,1732051163.2344
neutral,neutral,0.0,smile,0.705708,1732051163.2972
neutral,neutral,0.0,smile,0.463045,1732051163.3282
neutral,neutral,0.0,smile,0.463045,1732051163.3905
neutral,neutral,0.0,smile,0.594715,1732051163.4529
neutral,neutral,0.0,smile,0.594715,1732051163.5155
neutral,neutral,0.0,smile,0.594715,1732051163.5466
neutral,neutral,0.0,smile,0.494088,1732051163.6088
neutral,neutral,0.0,smile,0.494088,1732051163.6401
neutral,neutral,0.0,smile,0.306048,1732051163.7029
neutral,neutral,0.0,smile,0.306048,1732051163.7652
neutral,neutral,0.0,smile,0.306048,1732051163.7962
neutral,neutral,0.0,smile,0.551567,1732051163.8587
neutral,neutral,0.0,smile,0.551567,1732051163.9211
neutral,neutral,0.0,smile,0.618413,1732051163.9522
neutral,neutral,0.0,smile,0.618413,1732051164.0145
neutral,neutral,0.0,smile,0.618413,1732051164.046
neutral,neutral,0.0,smile,0.769865,1732051164.1086
